TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
hsa_M00291	MRN complex	0.000181302495192868	-8.61534367751347	3	3	0.0078740157480315	381	6715	4361,10111,4683	MRE11A,RAD50,NBN
M00291	MRN complex	0.000181302495192868	-8.61534367751347	3	3	0.0078740157480315	381	6715	4361,10111,4683	MRE11A,RAD50,NBN
hsa05200	Pathways in cancer	0.000182554216186307	-8.6084633540663	327	35	0.0918635170603675	381	6715	5599,4149,2258,6256,1488,2113,5156,7048,5154,5925,3480,1499,596,1021,3910,6655,2247,8322,5295,7422,5605,26060,6934,5898,7175,4087,8030,10000,6772,3688,367,4254,2932,2252,4089	MAPK8,MAX,FGF13,RXRA,CTBP2,ETS1,PDGFRA,TGFBR2,PDGFA,RB1,IGF1R,CTNNB1,BCL2,CDK6,LAMA4,SOS2,FGF2,FZD4,PIK3R1,VEGFA,MAP2K2,APPL1,TCF7L2,RALA,TPR,SMAD2,CCDC6,AKT3,STAT1,ITGB1,AR,KITLG,GSK3B,FGF7,SMAD4
hsa04014	Ras signaling pathway	0.000186054005553547	-8.58947357395676	227	27	0.0708661417322835	381	6715	5599,7010,6655,55970,2258,2247,4763,5295,81579,7422,5156,2113,5605,4301,5154,5898,3643,5906,3480,59345,10000,2321,5781,80310,2252,4254,284	MAPK8,TEK,SOS2,GNG12,FGF13,FGF2,NF1,PIK3R1,PLA2G12A,VEGFA,PDGFRA,ETS1,MAP2K2,MLLT4,PDGFA,RALA,INSR,RAP1A,IGF1R,GNB4,AKT3,FLT1,PTPN11,PDGFD,FGF7,KITLG,ANGPT1
ko05212	Pancreatic cancer	0.000282793908247909	-8.17079216502284	66	12	0.031496062992126	381	6715	5898,5599,5925,4087,9459,10000,5295,6772,7422,7048,4089,1021	RALA,MAPK8,RB1,SMAD2,ARHGEF6,AKT3,PIK3R1,STAT1,VEGFA,TGFBR2,SMAD4,CDK6
hsa05212	Pancreatic cancer	0.000282793908247909	-8.17079216502284	66	12	0.031496062992126	381	6715	5898,5599,5925,4087,9459,10000,5295,6772,7422,7048,4089,1021	RALA,MAPK8,RB1,SMAD2,ARHGEF6,AKT3,PIK3R1,STAT1,VEGFA,TGFBR2,SMAD4,CDK6
ko04722	Neurotrophin signaling pathway	0.00039552491482521	-7.83529677697533	120	17	0.0446194225721785	381	6715	5599,6655,5295,11213,7531,1432,5605,9261,5906,57498,10000,11108,51135,5781,2932,596,4915	MAPK8,SOS2,PIK3R1,IRAK3,YWHAE,MAPK14,MAP2K2,MAPKAPK2,RAP1A,KIDINS220,AKT3,PRDM4,IRAK4,PTPN11,GSK3B,BCL2,NTRK2
hsa04722	Neurotrophin signaling pathway	0.00039552491482521	-7.83529677697533	120	17	0.0446194225721785	381	6715	5599,6655,5295,11213,7531,1432,5605,9261,5906,57498,10000,11108,51135,5781,2932,596,4915	MAPK8,SOS2,PIK3R1,IRAK3,YWHAE,MAPK14,MAP2K2,MAPKAPK2,RAP1A,KIDINS220,AKT3,PRDM4,IRAK4,PTPN11,GSK3B,BCL2,NTRK2
hsa05215	Prostate cancer	0.000434815748718056	-7.74058818277047	89	14	0.036745406824147	381	6715	5154,6655,5925,3480,1499,10000,5295,80310,2932,367,596,5156,5605,6934	PDGFA,SOS2,RB1,IGF1R,CTNNB1,AKT3,PIK3R1,PDGFD,GSK3B,AR,BCL2,PDGFRA,MAP2K2,TCF7L2
ko05215	Prostate cancer	0.000434815748718056	-7.74058818277047	89	14	0.036745406824147	381	6715	5154,6655,5925,3480,1499,10000,5295,80310,2932,367,596,5156,5605,6934	PDGFA,SOS2,RB1,IGF1R,CTNNB1,AKT3,PIK3R1,PDGFD,GSK3B,AR,BCL2,PDGFRA,MAP2K2,TCF7L2
hsa05218	Melanoma	0.000568809692659499	-7.47196463907982	71	12	0.031496062992126	381	6715	5154,5925,3480,2258,2247,10000,5295,80310,2252,5156,1021,5605	PDGFA,RB1,IGF1R,FGF13,FGF2,AKT3,PIK3R1,PDGFD,FGF7,PDGFRA,CDK6,MAP2K2
ko05218	Melanoma	0.000568809692659499	-7.47196463907982	71	12	0.031496062992126	381	6715	5154,5925,3480,2258,2247,10000,5295,80310,2252,5156,1021,5605	PDGFA,RB1,IGF1R,FGF13,FGF2,AKT3,PIK3R1,PDGFD,FGF7,PDGFRA,CDK6,MAP2K2
hsa04110	Cell cycle	0.00058358069521403	-7.44632782065983	124	17	0.0446194225721785	381	6715	4175,5591,10926,10735,7531,7532,5925,4087,8881,5000,996,5001,8243,2932,894,1021,4089	MCM6,PRKDC,DBF4,STAG2,YWHAE,YWHAG,RB1,SMAD2,CDC16,ORC4,CDC27,ORC5,SMC1A,GSK3B,CCND2,CDK6,SMAD4
ko04110	Cell cycle	0.00058358069521403	-7.44632782065983	124	17	0.0446194225721785	381	6715	4175,5591,10926,10735,7531,7532,5925,4087,8881,5000,996,5001,8243,2932,894,1021,4089	MCM6,PRKDC,DBF4,STAG2,YWHAE,YWHAG,RB1,SMAD2,CDC16,ORC4,CDC27,ORC5,SMC1A,GSK3B,CCND2,CDK6,SMAD4
ko05210	Colorectal cancer	0.000627509734110279	-7.37375137455231	62	11	0.0288713910761155	381	6715	5599,4087,1499,10000,5295,2932,596,7048,4089,26060,6934	MAPK8,SMAD2,CTNNB1,AKT3,PIK3R1,GSK3B,BCL2,TGFBR2,SMAD4,APPL1,TCF7L2
hsa05210	Colorectal cancer	0.000627509734110279	-7.37375137455231	62	11	0.0288713910761155	381	6715	5599,4087,1499,10000,5295,2932,596,7048,4089,26060,6934	MAPK8,SMAD2,CTNNB1,AKT3,PIK3R1,GSK3B,BCL2,TGFBR2,SMAD4,APPL1,TCF7L2
ko04810	Regulation of actin cytoskeleton	0.00105806883820281	-6.85130988319872	215	24	0.062992125984252	381	6715	6655,55970,81873,2258,54434,2247,8874,8826,5295,1730,87,55740,10093,5156,5605,5154,9459,3688,54776,80310,2252,6093,200576,7414	SOS2,GNG12,ARPC5L,FGF13,SSH1,FGF2,ARHGEF7,IQGAP1,PIK3R1,DIAPH2,ACTN1,ENAH,ARPC4,PDGFRA,MAP2K2,PDGFA,ARHGEF6,ITGB1,PPP1R12C,PDGFD,FGF7,ROCK1,PIKFYVE,VCL
hsa04810	Regulation of actin cytoskeleton	0.00105806883820281	-6.85130988319872	215	24	0.062992125984252	381	6715	6655,55970,81873,2258,54434,2247,8874,8826,5295,1730,87,55740,10093,5156,5605,5154,9459,3688,54776,80310,2252,6093,200576,7414	SOS2,GNG12,ARPC5L,FGF13,SSH1,FGF2,ARHGEF7,IQGAP1,PIK3R1,DIAPH2,ACTN1,ENAH,ARPC4,PDGFRA,MAP2K2,PDGFA,ARHGEF6,ITGB1,PPP1R12C,PDGFD,FGF7,ROCK1,PIKFYVE,VCL
hsa04068	FoxO signaling pathway	0.00130326503098464	-6.64288260092035	133	17	0.0446194225721785	381	6715	7874,5599,6655,5565,5295,3276,8743,1432,7048,5605,847,4087,3643,3480,10000,894,4089	USP7,MAPK8,SOS2,PRKAB2,PIK3R1,PRMT1,TNFSF10,MAPK14,TGFBR2,MAP2K2,CAT,SMAD2,INSR,IGF1R,AKT3,CCND2,SMAD4
hsa04540	Gap junction	0.00140923403961873	-6.56470895651023	89	13	0.0341207349081365	381	6715	5154,2778,10746,6655,80310,5332,2776,3709,2982,2771,23236,5156,5605	PDGFA,GNAS,MAP3K2,SOS2,PDGFD,PLCB4,GNAQ,ITPR2,GUCY1A3,GNAI2,PLCB1,PDGFRA,MAP2K2
ko04540	Gap junction	0.00140923403961873	-6.56470895651023	89	13	0.0341207349081365	381	6715	5154,2778,10746,6655,80310,5332,2776,3709,2982,2771,23236,5156,5605	PDGFA,GNAS,MAP3K2,SOS2,PDGFD,PLCB4,GNAQ,ITPR2,GUCY1A3,GNAI2,PLCB1,PDGFRA,MAP2K2
hsa05205	Proteoglycans in cancer	0.00198026927597864	-6.22452244555357	225	24	0.062992125984252	381	6715	6655,2258,1975,2247,8322,287,8826,5295,3709,7422,1432,5605,4087,7078,3480,1499,10000,3688,5781,54776,2252,6198,6093,7099	SOS2,FGF13,EIF4B,FGF2,FZD4,ANK2,IQGAP1,PIK3R1,ITPR2,VEGFA,MAPK14,MAP2K2,SMAD2,TIMP3,IGF1R,CTNNB1,AKT3,ITGB1,PTPN11,PPP1R12C,FGF7,RPS6KB1,ROCK1,TLR4
ko05205	Proteoglycans in cancer	0.00198026927597864	-6.22452244555357	225	24	0.062992125984252	381	6715	6655,2258,1975,2247,8322,287,8826,5295,3709,7422,1432,5605,4087,7078,3480,1499,10000,3688,5781,54776,2252,6198,6093,7099	SOS2,FGF13,EIF4B,FGF2,FZD4,ANK2,IQGAP1,PIK3R1,ITPR2,VEGFA,MAPK14,MAP2K2,SMAD2,TIMP3,IGF1R,CTNNB1,AKT3,ITGB1,PTPN11,PPP1R12C,FGF7,RPS6KB1,ROCK1,TLR4
hsa05142	Chagas disease (American trypanosomiasis)	0.00208688972998021	-6.17208048890003	104	14	0.036745406824147	381	6715	2778,5599,4087,10000,51135,5295,5332,2776,7099,1432,7048,2771,23236,8837	GNAS,MAPK8,SMAD2,AKT3,IRAK4,PIK3R1,PLCB4,GNAQ,TLR4,MAPK14,TGFBR2,GNAI2,PLCB1,CFLAR
ko05142	Chagas disease (American trypanosomiasis)	0.00208688972998021	-6.17208048890003	104	14	0.036745406824147	381	6715	2778,5599,4087,10000,51135,5295,5332,2776,7099,1432,7048,2771,23236,8837	GNAS,MAPK8,SMAD2,AKT3,IRAK4,PIK3R1,PLCB4,GNAQ,TLR4,MAPK14,TGFBR2,GNAI2,PLCB1,CFLAR
ko03013	RNA transport	0.00224821671999965	-6.09761794590363	164	19	0.0498687664041995	381	6715	1975,4116,11218,8672,22985,129401,100101267,7175,1981,5976,7514,4927,57187,8665,23636,1983,2332,9818,3837	EIF4B,MAGOH,DDX20,EIF4G3,ACIN1,NUP35,POM121C,TPR,EIF4G1,UPF1,XPO1,NUP88,THOC2,EIF3F,NUP62,EIF5,FMR1,NUPL1,KPNB1
hsa03013	RNA transport	0.00224821671999965	-6.09761794590363	164	19	0.0498687664041995	381	6715	1975,4116,11218,8672,22985,129401,100101267,7175,1981,5976,7514,4927,57187,8665,23636,1983,2332,9818,3837	EIF4B,MAGOH,DDX20,EIF4G3,ACIN1,NUP35,POM121C,TPR,EIF4G1,UPF1,XPO1,NUP88,THOC2,EIF3F,NUP62,EIF5,FMR1,NUPL1,KPNB1
ko04728	Dopaminergic synapse	0.00287483278538808	-5.85176076802842	131	16	0.041994750656168	381	6715	5599,55970,3709,1432,23236,2778,5529,5525,10000,59345,5332,2932,5527,2776,2771,1386	MAPK8,GNG12,ITPR2,MAPK14,PLCB1,GNAS,PPP2R5E,PPP2R5A,AKT3,GNB4,PLCB4,GSK3B,PPP2R5C,GNAQ,GNAI2,ATF2
hsa04728	Dopaminergic synapse	0.00287483278538808	-5.85176076802842	131	16	0.041994750656168	381	6715	5599,55970,3709,1432,23236,2778,5529,5525,10000,59345,5332,2932,5527,2776,2771,1386	MAPK8,GNG12,ITPR2,MAPK14,PLCB1,GNAS,PPP2R5E,PPP2R5A,AKT3,GNB4,PLCB4,GSK3B,PPP2R5C,GNAQ,GNAI2,ATF2
hsa04510	Focal adhesion	0.00296706392590557	-5.82018239226836	206	22	0.057742782152231	381	6715	3910,5599,6655,5295,87,7422,5156,5154,824,5906,1499,3480,10000,2321,3688,54776,80310,2932,596,6093,894,7414	LAMA4,MAPK8,SOS2,PIK3R1,ACTN1,VEGFA,PDGFRA,PDGFA,CAPN2,RAP1A,CTNNB1,IGF1R,AKT3,FLT1,ITGB1,PPP1R12C,PDGFD,GSK3B,BCL2,ROCK1,CCND2,VCL
ko04510	Focal adhesion	0.00296706392590557	-5.82018239226836	206	22	0.057742782152231	381	6715	3910,5599,6655,5295,87,7422,5156,5154,824,5906,1499,3480,10000,2321,3688,54776,80310,2932,596,6093,894,7414	LAMA4,MAPK8,SOS2,PIK3R1,ACTN1,VEGFA,PDGFRA,PDGFA,CAPN2,RAP1A,CTNNB1,IGF1R,AKT3,FLT1,ITGB1,PPP1R12C,PDGFD,GSK3B,BCL2,ROCK1,CCND2,VCL
ko05216	Thyroid cancer	0.0049988278665892	-5.29855182071243	29	6	0.015748031496063	381	6715	7175,1499,8030,5605,6934,6256	TPR,CTNNB1,CCDC6,MAP2K2,TCF7L2,RXRA
hsa05216	Thyroid cancer	0.0049988278665892	-5.29855182071243	29	6	0.015748031496063	381	6715	7175,1499,8030,5605,6934,6256	TPR,CTNNB1,CCDC6,MAP2K2,TCF7L2,RXRA
hsa05202	Transcriptional misregulation in cancer	0.00596214262486203	-5.12232536169404	179	19	0.0498687664041995	381	6715	2078,2130,4149,6256,7468,5090,7048,55589,5218,8864,5154,7404,3480,2321,6935,4299,894,4211,4300	ERG,EWSR1,MAX,RXRA,WHSC1,PBX3,TGFBR2,BMP2K,CDK14,PER2,PDGFA,UTY,IGF1R,FLT1,ZEB1,AFF1,CCND2,MEIS1,MLLT3
ko05202	Transcriptional misregulation in cancer	0.00596214262486203	-5.12232536169404	179	19	0.0498687664041995	381	6715	2078,2130,4149,6256,7468,5090,7048,55589,5218,8864,5154,7404,3480,2321,6935,4299,894,4211,4300	ERG,EWSR1,MAX,RXRA,WHSC1,PBX3,TGFBR2,BMP2K,CDK14,PER2,PDGFA,UTY,IGF1R,FLT1,ZEB1,AFF1,CCND2,MEIS1,MLLT3
hsa04730	Long-term depression	0.00624037386275247	-5.07671518449293	60	9	0.0236220472440945	381	6715	2778,3480,5332,2776,3709,2982,2771,23236,5605	GNAS,IGF1R,PLCB4,GNAQ,ITPR2,GUCY1A3,GNAI2,PLCB1,MAP2K2
ko04730	Long-term depression	0.00624037386275247	-5.07671518449293	60	9	0.0236220472440945	381	6715	2778,3480,5332,2776,3709,2982,2771,23236,5605	GNAS,IGF1R,PLCB4,GNAQ,ITPR2,GUCY1A3,GNAI2,PLCB1,MAP2K2
hsa04066	HIF-1 signaling pathway	0.00667257051402801	-5.00975010888411	106	13	0.0341207349081365	381	6715	7010,3643,3480,10000,2321,5295,596,6198,3098,7422,7099,284,5605	TEK,INSR,IGF1R,AKT3,FLT1,PIK3R1,BCL2,RPS6KB1,HK1,VEGFA,TLR4,ANGPT1,MAP2K2
hsa04917	Prolactin signaling pathway	0.00702151382205789	-4.95877644002449	72	10	0.026246719160105	381	6715	5599,6655,10000,5295,6772,2932,2100,894,1432,5605	MAPK8,SOS2,AKT3,PIK3R1,STAT1,GSK3B,ESR2,CCND2,MAPK14,MAP2K2
ko04917	Prolactin signaling pathway	0.00702151382205789	-4.95877644002449	72	10	0.026246719160105	381	6715	5599,6655,10000,5295,6772,2932,2100,894,1432,5605	MAPK8,SOS2,AKT3,PIK3R1,STAT1,GSK3B,ESR2,CCND2,MAPK14,MAP2K2
hsa05220	Chronic myeloid leukemia	0.00773783572308977	-4.86163325282194	73	10	0.026246719160105	381	6715	6655,5925,10000,5295,5781,1488,7048,4089,1021,5605	SOS2,RB1,AKT3,PIK3R1,PTPN11,CTBP2,TGFBR2,SMAD4,CDK6,MAP2K2
ko05220	Chronic myeloid leukemia	0.00773783572308977	-4.86163325282194	73	10	0.026246719160105	381	6715	6655,5925,10000,5295,5781,1488,7048,4089,1021,5605	SOS2,RB1,AKT3,PIK3R1,PTPN11,CTBP2,TGFBR2,SMAD4,CDK6,MAP2K2
ko04261	Adrenergic signaling in cardiomyocytes	0.0100272179372266	-4.60245208963849	149	16	0.041994750656168	381	6715	5295,1432,23236,2778,5529,488,5525,10000,5332,5527,2776,596,10411,7168,2771,1386	PIK3R1,MAPK14,PLCB1,GNAS,PPP2R5E,ATP2A2,PPP2R5A,AKT3,PLCB4,PPP2R5C,GNAQ,BCL2,RAPGEF3,TPM1,GNAI2,ATF2
hsa04261	Adrenergic signaling in cardiomyocytes	0.0100272179372266	-4.60245208963849	149	16	0.041994750656168	381	6715	5295,1432,23236,2778,5529,488,5525,10000,5332,5527,2776,596,10411,7168,2771,1386	PIK3R1,MAPK14,PLCB1,GNAS,PPP2R5E,ATP2A2,PPP2R5A,AKT3,PLCB4,PPP2R5C,GNAQ,BCL2,RAPGEF3,TPM1,GNAI2,ATF2
hsa05214	Glioma	0.0105233426069668	-4.55415938383586	65	9	0.0236220472440945	381	6715	5154,6655,5925,3480,10000,5295,5156,1021,5605	PDGFA,SOS2,RB1,IGF1R,AKT3,PIK3R1,PDGFRA,CDK6,MAP2K2
ko05214	Glioma	0.0105233426069668	-4.55415938383586	65	9	0.0236220472440945	381	6715	5154,6655,5925,3480,10000,5295,5156,1021,5605	PDGFA,SOS2,RB1,IGF1R,AKT3,PIK3R1,PDGFRA,CDK6,MAP2K2
ko04915	Estrogen signaling pathway	0.0106227409473663	-4.54475820349626	100	12	0.031496062992126	381	6715	2778,6655,10000,5295,5332,2776,3709,2100,2771,23236,1386,5605	GNAS,SOS2,AKT3,PIK3R1,PLCB4,GNAQ,ITPR2,ESR2,GNAI2,PLCB1,ATF2,MAP2K2
hsa04915	Estrogen signaling pathway	0.0106227409473663	-4.54475820349626	100	12	0.031496062992126	381	6715	2778,6655,10000,5295,5332,2776,3709,2100,2771,23236,1386,5605	GNAS,SOS2,AKT3,PIK3R1,PLCB4,GNAQ,ITPR2,ESR2,GNAI2,PLCB1,ATF2,MAP2K2
M00295	BRCA1-associated genome surveillance complex (BASC)	0.0107658641508134	-4.53137487727582	16	4	0.010498687664042	381	6715	4361,5985,10111,4683	MRE11A,RFC5,RAD50,NBN
hsa_M00295	BRCA1-associated genome surveillance complex (BASC)	0.0107658641508134	-4.53137487727582	16	4	0.010498687664042	381	6715	4361,5985,10111,4683	MRE11A,RFC5,RAD50,NBN
hsa04916	Melanogenesis	0.0114591965410756	-4.46896268000714	101	12	0.031496062992126	381	6715	2778,1499,8322,4254,2932,5332,1910,2776,2771,23236,5605,6934	GNAS,CTNNB1,FZD4,KITLG,GSK3B,PLCB4,EDNRB,GNAQ,GNAI2,PLCB1,MAP2K2,TCF7L2
ko04916	Melanogenesis	0.0114591965410756	-4.46896268000714	101	12	0.031496062992126	381	6715	2778,1499,8322,4254,2932,5332,1910,2776,2771,23236,5605,6934	GNAS,CTNNB1,FZD4,KITLG,GSK3B,PLCB4,EDNRB,GNAQ,GNAI2,PLCB1,MAP2K2,TCF7L2
hsa04010	MAPK signaling pathway	0.0115849665948009	-4.45804700458914	259	24	0.062992125984252	381	6715	5599,6655,55970,4149,2258,2247,4763,9693,57551,1432,7048,5156,5605,5154,9261,10746,3554,5906,10000,2252,5494,6885,4915,1386	MAPK8,SOS2,GNG12,MAX,FGF13,FGF2,NF1,RAPGEF2,TAOK1,MAPK14,TGFBR2,PDGFRA,MAP2K2,PDGFA,MAPKAPK2,MAP3K2,IL1R1,RAP1A,AKT3,FGF7,PPM1A,MAP3K7,NTRK2,ATF2
ko04010	MAPK signaling pathway	0.0115849665948009	-4.45804700458914	259	24	0.062992125984252	381	6715	5599,6655,55970,4149,2258,2247,4763,9693,57551,1432,7048,5156,5605,5154,9261,10746,3554,5906,10000,2252,5494,6885,4915,1386	MAPK8,SOS2,GNG12,MAX,FGF13,FGF2,NF1,RAPGEF2,TAOK1,MAPK14,TGFBR2,PDGFRA,MAP2K2,PDGFA,MAPKAPK2,MAP3K2,IL1R1,RAP1A,AKT3,FGF7,PPM1A,MAP3K7,NTRK2,ATF2
hsa04310	Wnt signaling pathway	0.011927415727628	-4.42891568598333	139	15	0.0393700787401575	381	6715	5599,1499,79718,8322,81839,2932,5332,6422,1488,6885,894,1452,23236,4089,6934	MAPK8,CTNNB1,TBL1XR1,FZD4,VANGL1,GSK3B,PLCB4,SFRP1,CTBP2,MAP3K7,CCND2,CSNK1A1,PLCB1,SMAD4,TCF7L2
ko04310	Wnt signaling pathway	0.011927415727628	-4.42891568598333	139	15	0.0393700787401575	381	6715	5599,1499,79718,8322,81839,2932,5332,6422,1488,6885,894,1452,23236,4089,6934	MAPK8,CTNNB1,TBL1XR1,FZD4,VANGL1,GSK3B,PLCB4,SFRP1,CTBP2,MAP3K7,CCND2,CSNK1A1,PLCB1,SMAD4,TCF7L2
ko04670	Leukocyte transendothelial migration	0.015825921158031	-4.14610610360768	118	13	0.0341207349081365	381	6715	4301,7070,5906,1499,5295,5781,3688,87,6093,10411,7414,2771,1432	MLLT4,THY1,RAP1A,CTNNB1,PIK3R1,PTPN11,ITGB1,ACTN1,ROCK1,RAPGEF3,VCL,GNAI2,MAPK14
hsa04670	Leukocyte transendothelial migration	0.015825921158031	-4.14610610360768	118	13	0.0341207349081365	381	6715	4301,7070,5906,1499,5295,5781,3688,87,6093,10411,7414,2771,1432	MLLT4,THY1,RAP1A,CTNNB1,PIK3R1,PTPN11,ITGB1,ACTN1,ROCK1,RAPGEF3,VCL,GNAI2,MAPK14
ko03040	Spliceosome	0.0160774942787485	-4.13033485580987	131	14	0.036745406824147	381	6715	51362,58517,57461,57187,23451,55696,23350,4116,22985,6430,3192,10915,220988,55660	CDC40,RBM25,ISY1,THOC2,SF3B1,RBM22,U2SURP,MAGOH,ACIN1,SRSF5,HNRNPU,TCERG1,HNRNPA3,PRPF40A
hsa03040	Spliceosome	0.0160774942787485	-4.13033485580987	131	14	0.036745406824147	381	6715	51362,58517,57461,57187,23451,55696,23350,4116,22985,6430,3192,10915,220988,55660	CDC40,RBM25,ISY1,THOC2,SF3B1,RBM22,U2SURP,MAGOH,ACIN1,SRSF5,HNRNPU,TCERG1,HNRNPA3,PRPF40A
hsa00310	Lysine degradation	0.0195599005841784	-3.93427369699685	49	7	0.0183727034120735	381	6715	7468,54904,64324,55870,55904,224,79813	WHSC1,WHSC1L1,NSD1,ASH1L,KMT2E,ALDH3A2,EHMT1
ko00310	Lysine degradation	0.0195599005841784	-3.93427369699685	49	7	0.0183727034120735	381	6715	7468,64324,54904,55870,55904,224,79813	WHSC1,NSD1,WHSC1L1,ASH1L,KMT2E,ALDH3A2,EHMT1
